Rank,Word,Part of Speech,English Translation,Phrase,English Phrase,Frequency
2544,divino,aj,divine,"os atributos divinos são caridade, sabedoria e grandeza","The divine attributes are charity, wisdom, and greatness.",61
2545,falecer,v,"to pass away, die","ele faleceu em janeiro de 2003, vítima de doença prolongada","He passed away in January of 2003, a victim of prolonged illness.",59
2546,guiar,v,"to guide, lead",as estrelas só existem para nos guiar,Stars only exist to guide us.,59
2547,sobrar,v,"to remain, be left",poucos recursos lhe sobraram depois de liquidar os negócios do finado,Few resources remained after settling the businesses of the deceased.,59
2548,major,nm,major (military rank),ele foi nomeado major do Exército holandês,He was appointed a major in the Dutch army.,59
2549,oração,nf,"prayer, clause (grammar)",temos fé no poder da oração,We have faith in the power of prayer.,59
2550,alegar,v,to allege,a defesa vai alegar que não existem provas suficientes para a condenação,The defense will allege that there isn’t sufficient proof to condemn him.,58
2551,taça,nf,glass (e.g. for wine),o criado se aproximou da taça de vinho e sorveu três largos goles,The servant approached the glass of wine and took three large gulps.,58
2552,motorista,nm,driver,o motorista ofereceu carona ao militar,The driver offered a ride to the serviceman.,59
2553,restrição,nf,restriction,a reserva natural não impõe uma restrição total à intervenção humana,The natural reserve doesn’t impose a complete restriction on human use.,59
2554,árabe,na,"Arab, Arabic","o incidente ocorreu próximo do Túmulo dos Patriarcas, sagrado para árabes e judeus","The incident occurred near the Tomb of the Patriarchs, sacred to both Arabs and Jews.",58
2555,modificação,nf,"change, modification",você foi fiel ao texto ou fez muitas modificações?,Were you faithful to the text or did you make a lot of changes?,58
2556,porquê,av,"why, for what reason [EP]",a oposição recuou e enviou uma carta a explicar porquê,The opposition backed off and sent a letter explaining why.,60
2557,inevitável,aj,"inevitable, unavoidable","sua ação é lenta, porém inevitável como a morte","Its action is, however, slow; it is as inevitable as death.",59
2558,orgulho,nm,pride,"pus-me a resmungar, pois sentia ferido o meu orgulho","I started muttering, for my pride was hurt.",58
2559,financiar,v,"to fund, finance","nos últimos anos, ele tem financiado vários projectos que beneficiam as populações rurais","In recent years, he has funded several projects that benefit rural populations.",60
2560,adesão,nf,"admission, enlistment",a adesão de Portugal à UE ocorreu em 1986,The admission of Portugal to the EU occurred in 1986.,58
2561,esquerdo,aj,left (direction),"ele continuou a tocar com a mão esquerda, enquanto bebia com a direita","He continued to play using his left hand, while he drank with his right.",60
2562,arriscar,v,to risk,Marta determinou de imediato arriscar sua vida em busca da irmã,Marta decided right away the she would risk her life looking for her sister.,59
2563,reduzido,aj,"reduced, small","devido ao seu tamanho reduzido, os meteoritos não podem ser observados individualmente","Due to their small size, meteorites cannot be observed individually.",59
2564,evidentemente,av,evidently,"evidentemente, amizade é importante, mas não é tudo","Evidently, friendship is important, but it isn’t everything.",59
2565,audiência,nf,"hearing, audience",a audiência está marcada para o dia 22,The hearing is scheduled for the 22nd.,59
2566,editora,nf,publishing house,existem editoras interessadas em disponibilizar livros pela Internet,There are publishing houses interested in making books available on the Internet.,58
2567,cooperação,nf,cooperation,a cooperação entre os dois países deve-se a um acordo muito antigo,The cooperation between the two countries dates back to a very old alliance,60
2568,lar,nm,home,"abandonei tudo, lar, marido","I abandoned everything, my home, my husband.",60
2569,partilhar,v,"to share, divide among","partilhamos todos 99,9% do mesmo material genético",We all share 99.9% of the same genetic material.,60
2570,enterrar,v,to bury,é preciso enterrar os mortos e começar outra vez com os vivos,It is necessary to bury the dead and begin once again with the living.,58
2571,guerreiro,nm,warrior,o samurai era um guerreiro,The samurai was a warrior.,59
2572,inspiração,nf,inspiration,o romance moderno tomou o seu nome e inspiração da novela italiana,The modern novel took its name and inspiration from the Italian novella.,59
2573,filósofo,nm,philosopher,o filósofo defendeu que a razão era a escrava das paixões,The philosopher defended the idea that reason was a slave to passion.,57
2574,forçado,aj,"obligated, forced",Constantino viu-se forçado a convocar um concílio em Niceia,C. was obligated to call together a council in Nicea.,59
2575,resíduo,na,"remains, residue, residual",o resíduo fibroso da cana-de-açúcar é chamado bagaço,The fibrous residue of sugar cane is called “bagaço” in Portuguese.,59
2576,temporada,nf,"season, period","durante esta temporada, ela apresentou projectos considerados ambiciosos","During this season, she worked on some projects that can be considered ambitious.",58
2577,expulsar,v,to expel,as autoridades expulsaram numerosos imigrantes,The authorities expelled numerous immigrants.,59
2578,empurrar,v,to push,"abre a porta, empurra-a para dentro","Open the door, push it forward.",58
2579,mergulhar,v,"to submerge, dive",a cura das carnes consiste em mergulhá-las numa solução salina,Curing meat consists of submerging them in a saline solution.,58
2580,sono,nm,sleep,em grandes doses os sedativos induzem ao sono,"In large doses, sedatives induce sleep.",58
2581,ópera,nf,opera,"concertos, balés e óperas irão rechear as noites da cidade","Concerts, ballets and operas will fill the city’s nights.",58
2582,entrega,nf,delivery,negociaram a entrega de ouro futura,They negotiated the future delivery of the gold.,58
2583,apelo,nm,appeal,"na Declaração era feito um apelo à paz, à reconciliação","In the Declaration, an appeal for peace and reconciliation was made.",58
2584,magistrado,nm,magistrate,o político iniciou a carreira de magistrado em 1803,The politician began his career as a magistrate in 1803.,58
2585,bota,nf,boot,as classes pobres preferem as botas aos sapatos,The poor classes prefer boots to shoes.,58
2586,aparência,nf,appearance,ele tinha uma aparência bondosa,He had a kind appearance.,59
2587,suporte,nm,support,"a implosão envolve a remoção dos suportes verticais, das colunas","Implosion involves the removal of the vertical supports, of the columns.",59
2588,transferir,v,to transfer,o calor é transferido por condução,Heat is transferred through conduction.,59
2589,republicano,na,republican,ele trocou o Partido Democrata pelo Republicano em 1982,He switched from the Democratic to the Republican Party in 1982.,60
2590,cavaleiro,nm,"rider, horseman, knight","em um conjunto, é igualmente importante o cavaleiro e o cavalo","As a team, the rider and the horse are equally important.",58
2591,quebra,nf,"decrease, break, fracture","era uma demora grande, uma queda considerável de rendimento",Things really slowed down; there was a considerable decrease in revenue.,58
2592,atendimento,nm,"care, service",também se prestava atendimento aos pobres e aos doentes,They also rendered care to the poor and the sick.,60
2593,parcela,nf,"portion, parcel, segment",o Brasil precisa saldar parcelas de sua dívida externa,Brazil needs to pay off portions of its foreign debt.,58
2594,constatar,v,"to notice, realize",o laboratório de York constatou que as alergias à soja aumentaram 50%,The York Laboratory became aware that allergies to soy increased 50%.,58
2595,gelo,nm,ice,"o ponto de fusão do gelo é 0°C, sob condições-padrão de pressão",The freezing point of ice is 0° Celsius under standard conditions.,58
2596,orelha,nf,ear,ele puxou o chapéu até às orelhas e entrou na estrada de terra,He pulled his hat down over his ears and set out on the dirt road.,58
2597,rígido,aj,"rigid, strict",é rígido ou é flexível?,Is it rigid or flexible?,58
2598,dupla,nf,"pair, set of two","eles vão produzir, em dupla, os dois trabalhos",They are going to produce the two works as a pair.,58
2599,marítimo,aj,maritime,"o mar é caminho para qualquer lugar, as rotas marítimas são ilimitadas","The sea is a path to anywhere, the maritime routes are limitless.",59
2600,digital,aj,digital,os computadores modernos são digitais porque utilizam dígitos binários,Modern computers are digital because they use binary digits.,59
2601,inflação,nf,inflation,"no final da década, o Peru assistiu a uma subida da inflação","At the end of the decade, Peru witnessed a rise in inflation.",58
2602,aconselhar,v,to counsel,ela desejava aconselhar a moça a abandonar a idéia,She wanted to counsel the young woman to abandon the idea.,58
2603,limpeza,nf,"cleaning, cleanliness",o estudante fez um bom trabalho de limpeza ao dormitório,The student did a good job of cleaning the dormitory.,58
2604,dependência,nf,dependency,o uso habitual da maioria destas drogas provoca dependência psicológica,The habitual use of most of these drugs causes psychological dependency.,58
2605,ética,nf,ethics,"em termos de ética, o país está totalmente em frangalhos","In terms of ethics, the country is totally in pieces.",59
2606,grandeza,nf,"greatness, amplitude",as pirâmides são monumentos que documentam a grandeza da civilização egípcia antiga,The pyramids are monuments that witness to the greatness of the ancient Egyptian civilization.,59
2607,intensidade,nf,intensity,o número de electrões emitidos depende da intensidade da radiação,The number of electrons emitted depends on the intensity of the radiation.,57
2608,descansar,v,to rest,ele não descansará enquanto não tiver as cabeças dos assassinos,He won’t rest as long as he doesn’t have the murderers’ heads.,58
2609,incidente,nm,incident,o incidente não foi o único problema,The incident was not the only problem.,59
2610,solar,na,"solar, sole, manor house",a energia solar também é fundamental para o processo de fotossíntese,Solar energy is also fundamental to the process of photosynthesis.,59
2611,trem,nm,train [BP],o tipo mais moderno de locomotiva é o vulgarmente chamado trem,The most modern type of locomotive is commonly called a train.,58
2612,renovar,v,to renew,o técnico foi convidado a renovar o contracto por mais uma época,The technician was invited to renew the contract for another term.,58
2613,assassinato,nm,"murder, assassination",todos os assassinatos foram cometidos com tiros de um revólver calibre 32,All the murders were committed with shots from a 32 caliber pistol.,58
2614,colonial,aj,colonial,destacam-se os monumentos da época colonial,The monuments of the colonial period stand out.,58
2615,estrutural,aj,structural,existem vilas com mais condições estruturais do que os centros populacionais,There are small towns with better structural conditions than the urban centers.,60
2616,separação,nf,separation,"a partir daí, definiu-se claramente a separação entre os dois esportes","From then on, the separation between the two sports was clearly established.",57
2617,incomodar,v,"to inconvenience, bother",não quero incomodar,I don’t want to inconvenience you.,58
2618,decreto,nm,decree,o texto é um decreto promulgado por um concílio de sacerdotes,The text is a decree sent forth by a council of priests.,58
2619,planeamento,nm,"planning, scheduling [EP]",a equipe trabalhou no planeamento e concretização do plano [EP],The team worked on the planning and realization of the plan.,58
2620,tonelada,nf,ton,doamos mais de 200 toneladas de alimentos,We donated more than 200 tons of food.,57
2621,essência,nf,essence,estas três partes constituem a essência da pintura,These three aspects constitute the essence of the painting.,58
2622,holandês,na,Dutch,o governo holandês chegou mesmo a recomendar a descriminalização da eutanásia,The Dutch government went as far as recommending the decriminalization of euthanasia.,57
2623,lição,nf,lesson,nunca me esqueço de uma lição que aprendi quando eu era menino,I’ve never forgotten a lesson I learned when I was a boy.,58
2624,relacionar,v,"to equate, relate",a sociedade relaciona a violência com a pobreza,Society equates violence with poverty.,57
2625,infinito,na,"infinite, infinity",o universo é infinito em extensão e está preenchido por estrelas,The universe is infinite in expanse and is filled with stars.,58
2626,mosteiro,nm,monastery,temos as imagens no mosteiro de S. Francisco,We have the paintings in the monastery of St. Francisco.,61
2627,voluntário,na,"voluntary, volunteer",essa escolha foi voluntária,That choice was voluntary.,58
2628,ângulo,nm,angle,"a luz formou, com o vidro, um ângulo de 60°",The light formed an angle of 60° with the glass.,57
2629,intensivo,aj,intensive,a mãe quis sujeitar-se a um tratamento intensivo,The mother wanted to submit to an intensive treatment.,37
2630,gritar,v,"to yell, shout",ela gritou bem alto com voz cristalina,She yelled very loudly with a piercing voice.,56
2631,auxílio,nm,"help, aid, service",muitas vezes ele tem o auxílio de um tutor com quem aprende matemática,Often he has the help of a tutor with whom he learns maths.,58
2632,debater,v,"to debate, discuss",debatiam a questão da legitimidade da autoridade do rei,They debated the question of the legitimacy of the authority of the king.,58
2633,ribeira,nf,"stream, riverbank",são retalhadas estas campinas de ribeiras de água,These fields are criss-crossed by streams of water.,58
2634,sobrinho,nm,nephew,o livro expressa uma bela amizade entre o sobrinho e o tio,The book describes a beautiful relationship between the nephew and his uncle.,57
2635,gigante,na,giant,as montanhas pareciam gigantes adormeci- dos,Mountains looked like sleeping giants.,59
2636,esporte,nm,sport [BP],"é importante praticar algum esporte, como capoeira ou judô","It is important to play some sort of sport, like capoeira or judo.",57
2637,gravidade,nf,"severity, gravity",a imunização diminui a incidência e a gravidade da tosse,Immunization decreases the frequency and severity of the cough.,59
2638,laranja,nf,orange,"entre uma garfada e outra, davam-lhe a chupar um gomo de laranja","Between bites, they gave him an orange slice to suck on.",58
2639,saudade,nf,"longing, nostalgia",tenho saudades de Londres,I miss London.,56
2640,monumento,nm,monument,os monumentos mais antigos de Corinto incluem o arruinado templo de Apolo,The oldest monuments of Corinth include the ruined temple of Apollo.,59
2641,senso,nm,sense,ninguém que tivesse bom senso faria aqui uma provocação,Nobody with any common sense would provoke an incident here.,57
2642,lindo,aj,beautiful,não há nada mais lindo no mundo do que a poesia,There is nothing more beautiful in the world than poetry.,57
2643,apartamento,nm,apartment,"era um apartamento do tamanho do meu, eu não conseguia imaginar como eles cabiam","It was an apartment the same size as mine, so I couldn’t imagine how they could fit in it.",58
2644,incorporar,v,to incorporate,"as coisas boas que vemos em outros países, podemos incorporar nos nossos",The good things that we see in other countries we can incorporate in ours.,57
2645,diabo,nm,devil,"para os cristãos, o Diabo é o representante das forças do mal","To Christians, the Devil represents the forces of evil.",55
2646,luxo,nm,luxury,o arquitecto não era dado a luxos já que de origem humilde tinha vindo,The architect wasn’t given to luxury since he came from humble beginnings.,58
2647,indígena,na,indigenous (person),"dos 900 povos indígenas no Brasi, hoje restam apenas 200 tribos","Of the 900 indigenous peoples of Brazil, today only 200 tribes remain.",58
2648,distinção,nf,distinction,os gregos faziam frequentemente a distinção entre o amor erótico e o amor altruístico,The Greeks frequently made a distinction between erotic and altruistic love.,57
2649,somar,v,"to add up, sum up",era necessário somar o tempo de dois atletas,It was necessary to add up the two athletes’ time.,57
2650,visual,aj,visual,suas primeiras manifestações nas artes visuais foi como desenhista,His first experiences in the visual arts were as an animator.,57
2651,produtivo,aj,productive,a colonização permitiu tornar produtivas as extensas terras descobertas,Colonization allowed the vast discovered lands to become productive.,59
2652,duzentos,num,two hundred,o preço era seis contos e 200 escudos,The price was six contos and two hundred escudos.,57
2653,comédia,nf,comedy,é uma comédia engraçada e ao mesmo tempo muito amarga,"It’s a funny comedy and, at the same time, very bitter.",56
2654,inédito,aj,unpublished,editou ele mesmo um fanzine em que distribuía 11 contos inéditos,He himself edited a fanzine in which he distributed eleven unpublished short stories.,57
2655,sertão,nm,arid and remote interior region,ele procurou ouro no sertão do Parnaíba e o encontrou no sítio do Voturuna,"He searched for gold in the arid, remote, interior region of Parnaíba and found it at the Voturuna Ranch.",57
2656,fluxo,nm,"flux, flow","o fluxo de imigrantes foi, de facto, uma surpresa para os habitantes da região",The flow of immigrants was really a great surprise to the people of the region.,57
2657,traseiro,na,"rear, bottom",o motorista abriu a porta traseira do ônibus,The driver opened the rear door of the bus.,57
2658,véspera,nf,"eve, night before",falei com a Maria na véspera de ela ter morrido,I spoke to Maria the night before she died.,56
2659,prefeitura,nf,municipal government [BP],os cidadãos poderão saber onde a sua prefeitura gasta o imposto que recolhe,The citizens will be able to know where the municipal government spends the taxes it collects.,55
2660,planalto,nm,plateau,este território é formado por um planalto suavemente inclinado,This territory is formed by a slightly inclined plateau.,60
2661,anel,nm,ring,ela levava no dedo um anel de brilhantes que ele recentemente lhe dera,She had on her finger a diamond ring that he had recently given her.,58
2662,inferno,nm,"hell, inferno","na sua definição, o inferno é o lugar onde mora o demônio","According to their definition, hell is the place where the devil lives.",57
2663,herdeiro,nm,heir,"a criança, mesmo antes de nascer, foi reconhecida como herdeira do trono","The child, even before being born, was accepted as the heir to the throne.",58
2664,ferramenta,nf,tool,estas ferramentas facilitam a análise e manutenção dos sistemas,These tools help in the analysis and maintenance of the systems.,56
2665,aquisição,nf,acquisition,investiu 800 milhões de dólares na aquisição de novos equipamentos,He invested 800 million dollars in the acquisition of new equipment.,58
2666,anúncio,nm,announcement,o anúncio foi feito ontem à tarde pelo capitão dos bombeiros voluntários,The announcement was made yesterday afternoon by the captain of the volunteer firefighters.,57
2667,fantasia,nf,fantasy,"não chega a ser uma hipótese, apenas uma fantasia","It’s not even a hypothesis, it’s only a fantasy.",58
2668,localizado,aj,located,a maior parte da Gália estava localizada onde hoje fica a França,The greater part of Gaul was located where France is today.,57
2669,namorado,nm,boyfriend/girlfriend,"ela jura não serem namorados, apenas amigos","She swears they are not boyfriend and girlfriend, only friends.",57
2670,grito,nm,"shout, scream, yell","com gritos ensurdecedores, o herói fez com que o animal abandonasse seu covil","With deafening shouts, the hero forced the animal out of its den.",55
2671,queixar,v,to complain,o político queixou-se da falta de apoio do Parlamento,The politician complained about the lack of support from the Parliament.,57
2672,fundador,na,"founder, founding",este fisiologista francês é considerado o fundador da medicina experimental,This French physiologist is considered the founder of experimental medicine.,57
2673,firmar,v,"to sign, settle, fix",o Brasil também firmará um acordo de integração energética com a Argentina,Brazil will also sign an energy integration agreement with Argentina.,57
2674,precioso,aj,precious,as pedras preciosas eram lapidadas para serem utilizadas na forma de jóias,The precious stones were cut to be used as jewelry.,58
2675,briga,nf,"fight, quarrel [BP]","no final da briga, o marido morreu a pauladas","At the end of the fight, her husband died from blows with a stick.",56
2676,inquérito,nm,"survey, inquiry",a forma como a pergunta aparece no inquérito pode influenciar o entrevistado,The way a question appears on a survey can influence the person taking it.,57
2677,horta,nf,vegetable garden,ele lhe fornece verduras e legumes da horta que cultiva no quintal,He provides her with all kinds of vegetables from the garden that he has in his backyard.,57
2678,multiplicar,v,to multiply,o gado vive e multiplica-se à gandaia,Cattle live and multiply in the open range.,58
2679,insecto,nm,insect,esse terrível insecto traz as asas envenenadas,This terrible insect has poison on its wings.,56
2680,inaugurar,v,"to inaugurate, start",o período 1905–06 inaugurou a explosão automóvel mundial que continua até ao presente,The period of 1905–1906 inaugurated the worldwide automobile explosion that continues to the present.,57
2681,ambiental,aj,environmental,"este sistema terá um impacto ambiental benéfico, ao reduzir a emissão de gases","This system will have a beneficial environmental impact, reducing the emission of gases.",61
2682,patente,na,"obvious, patent, rank",além de ser patente que está desanimando muito,In addition to being obvious that he is really feeling down.,58
2683,viúva,nf,widow,minha mãe perdeu o marido e fez-se viúva,My mother lost her husband and became a widow.,56
2684,editor,nm,editor,ele tornou-se editor de um jornal político,He became editor of a political newspaper.,56
2685,dignidade,nf,"dignity, worthiness","um homem, depois de morto, merece ser tratado com dignidade","A man, after he is dead, deserves to be treated with dignity.",57
2686,elaborar,v,"to create, elaborate",seu pensamento procura elaborar teorias reguladoras da educação e da política,His thought seeks to create regulatory theories for education and politics.,58
2687,lance,nm,"glance, throw, slap","a sua aparência, entretanto, ao primeiro lance de vista, revela o contrário","His appearance, however, at first glance, reveals the opposite.",57
2688,manobra,nf,maneuver,o piloto indica a manobra que o avião deve executar,The pilot indicates what maneuver the airplane should perform.,57
2689,tronco,nm,trunk,de um mesmo tronco nascem ramos opostos,"From the same trunk, opposing branches shoot out.",57
2690,apostar,v,"to bet, wager",apostámos em jogadores portugueses,We bet on Portuguese players.,56
2691,praga,nf,plague,foi revelada uma nova vacina capaz de tornar as plantas imunes às pragas,A new vaccine was unveiled capable of making plants immune to plagues.,57
2692,escada,nf,"stair, staircase",os filhos do rei subiram a escada do castelo para ver a paisagem,The children of the king climbed the stairs to look at the countryside.,55
2693,sucessão,nf,"series, succession","porém, uma sucessão de problemas tornaram a data uma incerteza","However, a series of problems made the date uncertain.",57
2694,fortuna,nf,fortune,ele foi herdeiro de boa fortuna,He was the heir of a great fortune.,56
2695,fotógrafo,nm,photographer,fui o primeiro fotógrafo em Cuba a fazer fotos de moda,I was the first photographer in Cuba to take fashion shots.,56
2696,segmento,nm,segment,este último setor era o menor segmento da economia na época,This last sector was the smallest segment of the economy at the time.,57
2697,singular,aj,singular,"estamos vivendo um momento singular no Brasil, como nunca se viu","We are going through a singular moment in the history of Brazil, the likes of which have never been seen.",59
2698,balança,nf,scales,a balança está desequilibrada,The scales are not reliable.,57
2699,modalidade,nf,"way, form",esta modalidade de pensar surgiu na Antiguidade,This way of thinking originated in Antiquity.,57
2700,cigarro,nm,cigarette,"no cinzeiro, havia apenas um cigarro que, pelo cheiro, parecia recente","There was only one cigarette in the ashtray which, by the smell, seemed to have been put recently there.",55
2701,garoto,nm,young boy,o garoto chegou da escola e fez sua lição de casa,The young boy came home from school and did his homework.,56
2702,arranjo,nm,arrangement,a natureza do quartzo é determinada pelo arranjo dos tetraedros,The nature of quartz is determined by the arrangement of its tetrahedrons.,56
2703,promoção,nf,"promotion, sale","a cifra inclui patrocínio de TV, promoções e concursos para consumidores","The total includes TV sponsorships, promotions and consumer contests.",56
2704,garrafa,nf,bottle,então se abriu uma garrafa de cerveja,A bottle of beer was then opened.,56
2705,identificação,nf,identification,tem algum documento para a sua identifi- cação?,Do you have any document as personal identification?,57
2706,bordo,nm,aboard,passei quatro noites a bordo do navio,I spent four nights aboard the ship.,58
2707,calças,nf,"pants, trousers",ele vestia calças americanas e camisa estampada,He was wearing American pants and a flowered shirt.,55
2708,simultaneamente,av,simultaneously,a luz exibe simultaneamente propriedades corpusculares e ondulatórias,Light exhibits simultaneously properties common to particles and waves.,57
2709,circular,na,"circular, shuttle",o jogo é jogado num campo circular ou oval,The game is played in a circular or oval field.,57
2710,estátua,nf,statue,os franceses fizeram a réplica da Estátua da Liberdade,The French made the replica of the Statue of Liberty.,57
2711,proximidade,nf,"nearness, proximity",desenvolvem-se onde a proximidade do mar lhes garante um clima moderado,They are developed where the nearness to the sea ensures a moderate climate.,57
2712,chover,v,to rain,prevê que não choverá o suficiente para se recuperar o nível dos mananciais,He forecasts that it will not rain enough to restore the level of the springs.,56
2713,elaborado,aj,"planned, created, mapped out","é um programa muito bem elaborado, acessível aos interessados","It is a well-planned program, quite accessible to those who are interested.",58
2714,desvio,nm,"detour, redirection",o programa prevê o desvio das águas para abastecer a zona semi-árida,The program provides for a redirection of water supplies to the semi-arid location.,56
2715,salientar,v,"to highlight, point out",o presidente salientou a importância da rede de escolas,The president highlighted the importance of the school network.,56
2716,formular,v,to formulate,a defesa é formulada pelo advogado,The defense is formulated by the lawyer.,57
2717,herdar,v,to inherit,ela é quem herdará metade dos bens,She’s the one who will inherit half of the wealth.,57
2718,dominante,aj,dominant,a vegetação hidrófila é dominante nas áreas inundadas,Aqueous vegetation is dominant in flooded areas.,57
2719,carioca,na,From Rio de Janeiro [BP],ao fim de três dias de permanência no Rio sentia-me cidadão carioca,"After having been for three days, I felt like a citizen of Rio.",57
2720,passear,v,to go for a walk or stroll,ela costuma levar o cão enorme a passear no parque,She usually takes her giant dog to go for a walk in the park.,57
2721,tanque,nm,tank,"se eu tivesse 200 litros de gasolina no tanque, não precisaria parar","If I had 200 liters of gasoline in my tank, I wouldn’t need to stop.",57
2722,autónomo,aj,"autonomous, self-employed",existiu um forte movimento a favor de um governo autónomo,There was a strong movement in favor of an autonomous government.,56
2723,comunitário,aj,of the community,o Conselho Comunitário do bairro vai pedir a implantação das medidas,The neighborhood Community Council will ask that the measures be implemented.,58
2724,competente,aj,competent,chegou à notoriedade através de um desempenho competente e eficaz,He came to notoriety through competent and efficient performance.,57
2725,horror,nm,"horror, fear",o horror daquela cena nunca a abandonou durante os seus longos anos de vida,The horror of that scene never left her in her many years of life.,56
2726,alheio,aj,"belonging to someone else, alien","não gostavam daquelas reuniões, onde se falava da vida alheia",They weren’t fond of those meetings in which people talked about other people’s lives.,56
2727,acolher,v,"to welcome, shelter",a cidade tem acolhido sucessivas levas de imigrantes,The city has welcomed successive waves of immigrants.,57
2728,duque,nm,duke,o palácio foi construído em 1703 para o duque de Buckingham,The palace was built in 1703 for the Duke of Buckingham.,59
2729,entusiasmo,nm,enthusiasm,é uma grande festa que provoca enorme entusiasmo na cidade,It’s a huge party that creates an enormous amount of enthusiasm throughout the city.,56
2730,foco,nm,"focus, epicenter",o foco do tremor foi a 150 quilômetros ao oeste,The earthquake’s epicenter was 150 kilometers to the west.,56
2731,cercar,v,to surround,80 homens vão cercar o prédio,80 men will surround the building.,58
2732,evidência,nf,evidence,não há evidência empírica sobre a infelicidade ou não dele na infância,There is no empirical evidence regarding unhappiness or happiness as a child.,57
2733,variedade,nf,variety,há umas variedades de peixe que são boas para comer,There are some varieties of fish that are good to eat.,55
2734,rotina,nf,routine,a rotina diária de Filippo era intensa,Philip’s daily routine was intense.,57
2735,cobra,nf,snake,"são animais perigosos, sendo que algumas cobras possuem veneno mortal","They are dangerous animals, being that some snakes have deadly venom.",56
2736,militante,na,"party member, militant","ele tinha sido militante comunista, mas tinha abandonado o partido","He had been a communist party member, but had left the party.",56
2737,subsídio,nm,subsidy,além disso eles deram o direito de subsídio de desemprego aos beneficiários,"In addition, they have given the beneficiaries the right to an unemployment subsidy.",57
2738,ambição,nf,ambition,a catedral é o resultado da ambição dos arquitectos do Renascimento,That cathedral is the result of the ambition of Renaissance architects.,56
2739,processar,v,"to process, sue","o computador processa a informação, calculando a intensidade de cada pixel","The computer processes the information, calculating the intensity of each pixel.",56
2740,pacote,nm,"package, packet, bundle",os passageiros compraram um pacote turístico de uma semana,The passengers bought a one-week tourist package.,56
2741,músculo,nm,muscle,o coração é um músculo,The heart is a muscle.,57
2742,assistente,nc,assistant,ele iniciou a sua actividade cinematográfica como assistente de realização,He began his cinematographic activity as an assistant director.,56
2743,lama,nf,mud,ele arrastou-se pelas folhas apodrecidas e pela lama,He crawled through the rotting leaves and the mud.,56
2744,primitivo,aj,primitive,antropólogos acreditam que ainda existam povos primitivos desconhecidos,Anthropologists believe that unknown primitive peoples still exist.,57
2745,fêmea,nf,female,as fêmeas das espécies maiores podem devorar os machos durante a cópula,The females of the largest species can devour the males during copulation.,55
2746,razoável,aj,reasonable,"foi para ela a solução mais razoável, a única possível no momento","It seemed to her to be the most reasonable solution, the only one possible at the moment.",56
2747,pata,nf,"hoof, paw, foot",o cavalo ergueu as patas dianteiras,The horse raised its front hooves.,57
2748,raramente,av,"seldom, rarely",ela escrevia ao marido raramente e só para dar notícias da filha,She seldomly wrote to her husband and then only to give him news about their daughter.,56
2749,vocação,nf,vocation,a sua vocação artística viria a ressurgir quando conseguiu ganhar algum dinheiro,His artistic vocation would reappear when he had been able to earn some money.,56
2750,coberto,aj,covered,a planície costeira está coberta por uma densa floresta tropical,The coastal plain is covered by a dense tropical forest.,56
2751,veia,nf,vein,o mestre sentiu o sangue ferver-lhe nas veias,The master felt his blood boil in his veins.,57
2752,ladrão,nm,thief,"ele vinha agora, de noite, como um ladrão",He was now coming like a thief in the night.,56
2753,pavilhão,nm,pavilion,o evento será realizado no pavilhão de exposições do parque,The event will be held in the park’s event pavilion.,56
2754,chance,nf,chance [BP],ele é o candidato com mais chances de vitória,He is the candidate with the greatest chance of victory.,55
2755,usuário,nm,"user, consumer [BP]",abrir e-mail é uma dificuldade comum entre usuários,Opening e-mail is a common difficulty among users.,58
2756,camponês,na,"peasant, field-worker, farmer, rustic",os camponeses careciam de terras férteis e estavam sendo oprimidos,The peasants were in need of fertile land and were being oppressed.,56
2757,fundamento,nm,"basis, foundation",os fundamentos da metafísica foram estabelecidos por Platão,The basis of metaphysics was established by Plato.,56
2758,gozar,v,"to enjoy, take pleasure","os idosos precisam, antes de tudo, gozar de boa saúde","The elderly need, above all, to enjoy good health.",55
2759,protestar,v,to protest,as crianças das escolas protestaram contra o uso obrigatório de uniformes escolares,The school children protested against the obligatory use of school uniforms.,57
2760,topo,nm,top,"em 1997, ele já estava no topo da hierarquia militar","In 1997, he was already at the top of the military hierarchy.",57
2761,essencialmente,av,essentially,os democratas cristãos são essencialmente conservadores moderados,Christian Democrats are essentially moderate conservatives.,56
2762,argumentar,v,to argue,a ala radical do movimento começou a argumentar que as mulheres eram oprimidas,The radical wing of the movement began to argue that women were oppressed.,56
2763,estádio,nm,"stadium, stage",havia mais de 110 mil pessoas no estádio,There were more than 110 thousand people in the stadium.,55
2764,aniversário,nm,"anniversary, birthday",este ano se comemorou o 25º aniversário da corrida,This year marks the 25th anniversary of the race.,56
2765,cerveja,nf,beer,"uma noite, encontrei Renato bebendo sozinho, rodeado por algumas garrafas de cerveja","One night, I found Renato drinking alone, surrounded by some beer bottles.",56
2766,cana,nf,sugar cane,é mais doce do que o açúcar de cana,It is sweeter than the sugar from sugar cane.,56
2767,soviético,aj,soviet,a KGB soviética anunciou ter detido os autores,The Soviet KGB announced that it had arrested the authors.,56
2768,rigoroso,aj,rigorous,a fiscalização é muito rigorosa e demorada,The inspection is very rigorous and drawn out.,56
2769,cinza,nf,ashes (PL),entre as relíquias contam-se as cinzas fúnebres do corpo do Buda histórico,Among the relics are the funeral ashes of the historic Buddha.,55
